WorkpieceID,MeasurementID,Energy,Amplitude,Max,Spectral Centroid,Spectral Peak,Autocorrelation Peak,Label
1,0,0.153984,0.0254,0.156,25.7208631853163,50.0000000000099,1,1
1,0,0.144512,0.0246,0.156,27.0875067418313,49.1525423728911,1,1
1,0,0.189824,0.0253333333333333,0.236,26.6869470299906,17.7966101694951,1,1
1,0,0.200704,0.0264666666666667,0.236,27.1532238574743,50.0000000000099,1,1
1,0,0.185856,0.0268666666666667,0.236,27.9896388122882,50.0000000000099,1,0
1,0,0.195456,0.0270666666666667,0.236,27.0468161147131,50.0000000000099,1,0
1,0,0.1984,0.0275333333333333,0.236,27.7647213391989,50.0000000000099,1,0
1,0,0.2784,0.0319333333333333,0.236,28.1146604709759,39.8305084745842,1,0
1,0,0.37056,0.0378,0.228,26.7370984331272,23.7288135593268,1,0
1,0,0.366848,0.0377333333333333,0.228,26.0441932610059,23.7288135593268,1,0
1,0,0.361728,0.0368,0.228,25.9951655118477,23.7288135593268,1,0
1,0,0.358528,0.0368,0.228,26.000296295515,24.5762711864456,1,0
1,0,0.370176,0.0374,0.228,26.0776901204968,24.5762711864456,1,0
1,0,0.290816,0.0342666666666667,0.228,25.2560625881414,24.5762711864456,1,0
1,0,0.140288,0.0262,0.156,25.5990072543079,40.677966101703,1,0
1,0,0.148096,0.0260666666666667,0.156,25.1854727298229,39.8305084745842,1,0
1,0,0.167936,0.0284666666666667,0.156,24.4958955955006,40.677966101703,1,0
1,0,0.184192,0.0296666666666667,0.156,25.5543335493346,39.8305084745842,1,0
1,0,0.184064,0.0305333333333333,0.14,26.7194058498664,48.3050847457723,1,0
1,0,0.167552,0.0288,0.14,27.0273545026942,50.0000000000099,1,0
1,0,0.191744,0.0310666666666667,0.14,27.861889642996,50.0000000000099,1,0
1,0,0.188288,0.031,0.14,27.8802089211881,50.0000000000099,1,0
1,0,0.163712,0.0282666666666667,0.14,28.1534552182609,48.3050847457723,1,0
1,0,0.138752,0.0260666666666667,0.14,27.9240724184429,16.9491525423763,1,0
1,0,0.204032,0.0270666666666667,0.284,27.5918077520821,39.8305084745842,1,0
1,0,0.204928,0.0265333333333333,0.284,26.5682660062286,39.8305084745842,1,0
1,0,0.193792,0.0253333333333333,0.284,26.4664940988701,39.8305084745842,1,0
1,0,1.298944,0.0518666666666667,0.58,25.7976248850768,24.5762711864456,1,0
1,0,1.765632,0.0688666666666667,0.58,27.3776069089773,22.8813559322079,1,0
1,0,1.79264,0.0718,0.58,27.3220772823099,23.7288135593268,1,0
1,0,1.70944,0.0698,0.58,27.5552965188217,23.7288135593268,1,0
1,0,1.724544,0.0721333333333334,0.58,27.5349079024647,23.7288135593268,1,0
1,0,1.7248,0.072,0.58,27.8434058052424,23.7288135593268,1,0
1,0,0.603136,0.044,0.364,28.2200047931289,50.0000000000099,1,0
1,0,0.141056,0.0275333333333333,0.1,26.2020083388944,49.1525423728911,1,0
1,0,0.123136,0.0262,0.1,25.9320938755642,50.0000000000099,1,0
1,0,0.114176,0.0247333333333333,0.1,25.9632916451269,38.1355932203466,1,0
1,0,0.090368,0.0216,0.1,25.0587124486444,50.0000000000099,1,0
1,0,0.08064,0.0209333333333333,0.076,26.4588406900305,50.0000000000099,1,0
1,0,0.075648,0.0205333333333333,0.076,26.7348684875595,50.0000000000099,1,0
1,0,0.08192,0.0203333333333333,0.108,27.2326536833379,50.0000000000099,1,0
1,0,0.071168,0.019,0.108,25.4694929260198,39.8305084745842,1,0
1,0,0.072192,0.0194666666666667,0.108,25.1816151261289,39.8305084745842,1,0
1,0,0.636928,0.0395333333333333,0.356,24.9666141935643,20.3389830508515,1,0
1,0,0.656384,0.0418666666666667,0.356,24.9677676854829,20.3389830508515,1,0
1,0,0.676864,0.0441333333333333,0.356,25.5255010559301,22.0338983050891,1,0
1,0,0.690304,0.0462666666666667,0.356,25.4295089087211,19.4915254237327,1,0
1,0,0.696576,0.0468,0.356,25.4097516475644,22.8813559322079,1,0
1,0,0.689792,0.0458,0.356,25.6951312804142,22.8813559322079,1,0
1,0,0.147968,0.0284,0.084,27.8646512590528,50.0000000000099,1,0
1,0,0.130432,0.0261333333333333,0.084,27.1597613647402,50.0000000000099,1,0
1,0,0.116352,0.0241333333333333,0.084,26.068551567783,50.0000000000099,1,0
1,0,0.093568,0.0215333333333333,0.084,26.0146920215663,0,1,0
1,0,0.09984,0.0210666666666667,0.124,26.5659172671424,49.1525423728911,1,0
1,0,0.101888,0.0212,0.124,26.2932709954276,39.8305084745842,1,0
1,0,0.081792,0.019,0.124,26.6431850768561,39.8305084745842,1,0
1,0,0.093824,0.0200666666666667,0.124,27.9612231480138,39.8305084745842,1,0
1,0,0.095872,0.0204666666666667,0.124,27.330173801425,39.8305084745842,1,0
1,0,0.093824,0.0202666666666667,0.124,27.9929267324931,39.8305084745842,1,0
1,0,0.082304,0.0200666666666667,0.108,27.1024166315331,39.8305084745842,1,0
1,0,0.67712,0.0388666666666667,0.452,26.9325102631988,24.5762711864456,1,0
1,0,0.692096,0.0400666666666667,0.452,26.6779650802994,24.5762711864456,1,0
1,0,0.681088,0.0395333333333333,0.452,26.3976954467387,24.5762711864456,1,0
1,0,0.70848,0.0428,0.452,26.7144470297268,24.5762711864456,1,0
1,0,0.726528,0.0447333333333333,0.452,26.3476717003653,24.5762711864456,1,0
1,0,0.738432,0.0461333333333333,0.452,26.4839317604632,24.5762711864456,1,0
1,0,0.157312,0.0286666666666667,0.076,25.9678180811564,0,1,0
1,0,0.254208,0.0315333333333333,0.316,25.2294512613474,22.0338983050891,1,0
1,0,0.247936,0.0306,0.316,25.6430541165694,49.1525423728911,1,0
1,0,0.225792,0.028,0.316,24.7081293288919,22.0338983050891,1,0
1,0,0.25344,0.0292,0.316,25.2751431010667,1.69491525423763,1,1
1,0,0.253056,0.0281333333333333,0.316,25.4790024715055,1.69491525423763,1,1
1,0,0.247424,0.0278,0.316,25.6798781980914,1.69491525423763,1,1
1,0,0.150912,0.0258,0.18,25.7793123370928,39.8305084745842,1,1
1,0,0.174464,0.0277333333333333,0.18,26.0141601265014,39.8305084745842,1,1
1,0,0.185856,0.0282666666666667,0.18,26.935646806912,39.8305084745842,1,1
1,0,0.900224,0.0442666666666667,0.46,28.6718981472833,50.0000000000099,1,1
1,0,1.15584,0.0565333333333333,0.46,28.3992907309215,24.5762711864456,1,1
1,0,1.248512,0.0634666666666667,0.46,28.3582713502475,24.5762711864456,1,1
1,0,1.243264,0.0626666666666667,0.46,28.4863000116465,49.1525423728911,1,1
1,0,1.248768,0.0637333333333334,0.46,28.3995007671928,49.1525423728911,1,1
1,0,1.264,0.0631333333333333,0.46,28.6933453039997,49.1525423728911,1,1
1,0,2.192512,0.0758666666666667,0.74,27.6452183095949,22.8813559322079,1,1
1,0,2.129664,0.0728,0.74,27.7838077243134,24.5762711864456,1,1
1,0,2.040704,0.0663333333333334,0.74,27.4090652624148,35.5932203389901,1,1
1,0,2.03264,0.0652666666666667,0.74,27.4883274535582,35.5932203389901,1,1
1,0,2.114048,0.0649333333333334,0.74,27.4891501402633,24.5762711864456,1,1
1,0,2.118528,0.0658666666666667,0.74,26.1405729349388,24.5762711864456,1,1
1,0,0.435968,0.0348666666666667,0.332,26.5721252318051,33.8983050847525,1,1
1,0,0.252928,0.0271333333333333,0.332,26.6152538875514,50.0000000000099,1,1
1,0,0.258816,0.0274666666666667,0.332,26.6704784708592,50.0000000000099,1,1
1,0,0.288384,0.0296,0.332,26.7245163251403,50.0000000000099,1,1
1,0,0.247936,0.03,0.228,25.5951737447623,38.1355932203466,1,1
1,0,0.220032,0.0294,0.228,26.6642223355258,50.0000000000099,1,1
1,0,0.5376,0.044,0.292,27.6638427193143,25.4237288135644,1,1
1,0,0.58816,0.0477333333333333,0.292,27.4405640852296,25.4237288135644,1,1
1,0,0.640512,0.0491333333333333,0.292,26.510763348049,25.4237288135644,1,1
1,0,0.618112,0.0478666666666667,0.292,26.5691975469739,25.4237288135644,1,1
1,0,0.552192,0.0454666666666667,0.292,27.1472639911449,25.4237288135644,1,1
1,0,0.545408,0.0443333333333333,0.292,26.9843329509471,25.4237288135644,1,1
1,0,0.283136,0.0315333333333333,0.244,24.3624340112817,25.4237288135644,1,1
1,0,0.225024,0.0272666666666667,0.244,24.7601956429643,16.9491525423763,1,1
1,0,0.172928,0.0253333333333333,0.132,26.2792328688359,39.8305084745842,1,0
1,0,0.163584,0.0244,0.132,25.679510312901,39.8305084745842,1,0
1,0,0.18304,0.0254666666666667,0.132,25.9638955998241,39.8305084745842,1,0
1,0,0.175104,0.0253333333333333,0.132,25.6681097487523,39.8305084745842,1,0
1,0,0.11776,0.0232,0.132,26.4234935892581,39.8305084745842,1,0
1,0,0.125568,0.024,0.132,26.236429295085,23.7288135593268,1,0
1,0,0.112256,0.0234,0.084,25.0845324230719,40.677966101703,1,0
1,0,0.116608,0.0237333333333333,0.084,25.6808004197023,40.677966101703,1,0
1,0,0.123136,0.0236666666666667,0.156,25.9109977889132,1.69491525423763,1,0
1,0,0.143232,0.0254666666666667,0.156,26.6521910515069,39.8305084745842,1,0
1,0,0.173184,0.0269333333333333,0.164,26.073462609472,39.8305084745842,1,0
1,0,0.632192,0.0421333333333333,0.372,27.7139499481368,33.0508474576337,1,0
1,0,0.673408,0.0458,0.372,27.6783934317665,36.440677966109,1,0
1,0,0.688128,0.0468666666666667,0.372,27.9661553632784,36.440677966109,1,0
1,0,0.665728,0.0462666666666667,0.372,27.7879330589528,35.5932203389901,1,0
1,0,0.657152,0.0455333333333333,0.372,27.8975989233205,35.5932203389901,1,0
1,0,0.6304,0.0445333333333333,0.372,28.0636095343614,35.5932203389901,1,0
1,0,0.1472,0.0269333333333333,0.124,26.8178713566626,40.677966101703,1,0
1,0,0.111744,0.0238,0.084,25.9982424022225,40.677966101703,1,0
1,0,0.089984,0.0222,0.068,25.2878274496121,0,1,0
1,0,0.090624,0.0221333333333333,0.068,26.0167577464117,39.8305084745842,1,0
1,0,0.077824,0.0207333333333333,0.068,26.9366857774839,39.8305084745842,1,0
1,0,0.076672,0.0200666666666667,0.068,28.1990901646325,40.677966101703,1,0
1,0,0.087808,0.0214,0.068,27.7785412675354,40.677966101703,1,0
1,0,0.079104,0.0204666666666667,0.068,27.6857201734533,41.5254237288218,1,0
1,0,0.089088,0.0216666666666667,0.068,27.9641521033738,39.8305084745842,1,0
1,0,0.095872,0.0225333333333333,0.076,27.7764346316656,40.677966101703,1,0
1,0,0.255104,0.0287333333333333,0.172,26.5776487549739,40.677966101703,1,0
1,0,0.70464,0.0458666666666667,0.292,26.6233454192928,24.5762711864456,1,0
1,0,0.730624,0.0478,0.292,26.5804810920107,24.5762711864456,1,0
1,0,0.737792,0.0488,0.292,26.5855626614232,23.7288135593268,1,0
1,0,0.759552,0.0502,0.292,26.9301651240177,23.7288135593268,1,0
1,0,0.745344,0.0484666666666667,0.292,26.6500828426613,23.7288135593268,1,0
1,0,0.596224,0.0432,0.292,25.4379221338502,23.7288135593268,1,0
1,0,0.149888,0.0268666666666667,0.132,27.5364195945511,50.0000000000099,1,0
1,0,0.131712,0.0257333333333333,0.084,27.0542664437473,50.0000000000099,1,0
1,0,0.120448,0.0242,0.084,26.7535903230688,50.0000000000099,1,0
1,0,0.095232,0.0222,0.084,26.3625055521072,0,1,0
1,0,0.095488,0.0220666666666667,0.084,26.7924527510108,39.8305084745842,1,0
1,0,0.08192,0.0206,0.084,26.6321318913773,39.8305084745842,1,0
1,0,0.073984,0.0196666666666667,0.076,26.2660263364776,22.8813559322079,1,0
1,0,0.074752,0.0194,0.076,26.2086140077699,22.8813559322079,1,0
1,0,0.081536,0.0198,0.076,26.6232265192953,39.8305084745842,1,0
1,0,0.08,0.019,0.076,26.2818193255543,39.8305084745842,1,0
1,0,0.723584,0.0396,0.324,26.5287207578148,23.7288135593268,1,0
1,0,0.948992,0.0494,0.332,25.7414197801344,23.7288135593268,1,0
1,0,0.960128,0.0508666666666667,0.332,25.6868678507449,23.7288135593268,1,0
1,0,0.973824,0.0523333333333333,0.332,25.7304880951526,23.7288135593268,1,0
1,0,0.985088,0.0544,0.332,25.9679995990284,23.7288135593268,1,0
1,0,0.9952,0.0564,0.332,25.8066925781169,23.7288135593268,1,0
1,0,0.360576,0.0371333333333334,0.332,26.3610345965154,23.7288135593268,1,0
1,0,0.150144,0.0289333333333333,0.108,26.5294793697424,49.1525423728911,1,0
1,0,0.141184,0.0275333333333333,0.108,26.7286297129717,50.0000000000099,1,0
1,0,0.123136,0.0262,0.092,25.5724772787199,40.677966101703,1,0
1,0,0.108416,0.0243333333333333,0.092,26.3448114540045,40.677966101703,1,0
1,0,0.100096,0.023,0.092,27.5915064969692,41.5254237288218,1,0
1,0,0.09152,0.022,0.084,27.349137815379,39.8305084745842,1,0
1,0,0.082944,0.0214,0.06,28.1274140240614,39.8305084745842,1,0
1,0,0.08256,0.0217333333333333,0.06,28.3589780476137,39.8305084745842,1,0
1,0,0.078848,0.0208666666666667,0.068,26.6678893208615,40.677966101703,1,0
1,0,0.183936,0.0257333333333333,0.204,23.3689648202239,39.8305084745842,1,0
1,0,0.418432,0.0365333333333333,0.228,25.7444147667735,35.5932203389901,1,0
1,0,0.459648,0.0398,0.228,25.6636054573211,35.5932203389901,1,0
1,0,0.49856,0.0431333333333333,0.228,26.1996605952536,35.5932203389901,1,0
1,0,0.511104,0.0444,0.228,26.2896485595909,35.5932203389901,1,0
1,0,0.50624,0.0446,0.228,26.161177252971,35.5932203389901,1,0
1,0,0.409984,0.0410666666666667,0.228,27.4798973587337,35.5932203389901,1,0
1,0,0.1728,0.0301333333333333,0.132,28.216693777437,39.8305084745842,1,0
1,0,0.12992,0.0264,0.116,27.4310047683363,39.8305084745842,1,0
1,0,0.093824,0.0236666666666667,0.052,26.0241131424082,0,1,0
1,0,0.084864,0.023,0.052,25.742947579867,0,1,1
1,0,0.095872,0.0234666666666667,0.076,26.7359049014609,40.677966101703,1,1
1,0,0.104576,0.023,0.132,26.6111043343346,47.4576271186535,1,1
1,0,0.100224,0.0224,0.132,26.4385935155773,47.4576271186535,1,1
1,0,0.100736,0.0224,0.132,26.7033731452346,35.5932203389901,1,1
1,0,0.091136,0.0206666666666667,0.132,27.0731290436225,35.5932203389901,1,1
1,0,0.104448,0.0208,0.132,25.7103104929538,39.8305084745842,1,1
1,0,0.396032,0.0322666666666667,0.3,23.3286783902189,22.0338983050891,1,1
1,0,0.507904,0.0397333333333333,0.3,24.8589645851465,23.7288135593268,1,1
1,0,0.515328,0.0405333333333333,0.3,24.6458208828871,23.7288135593268,1,1
1,0,0.560512,0.0444,0.3,25.3085959466734,23.7288135593268,1,1
1,0,0.587776,0.0472666666666667,0.3,25.5629537951228,23.7288135593268,1,1
1,0,0.590464,0.0480666666666667,0.3,25.6979810400937,24.5762711864456,1,1
1,0,0.29696,0.0367333333333334,0.204,28.6061036995509,50.0000000000099,1,1
1,0,0.188544,0.0302666666666667,0.068,26.9797969196417,49.1525423728911,1,1
1,0,0.192128,0.0308666666666667,0.068,27.4040392655227,50.0000000000099,1,1
1,0,0.161024,0.0285333333333333,0.068,26.1558793011084,50.0000000000099,1,1
1,0,0.156928,0.0278,0.1,27.3045501233607,50.0000000000099,1,1
1,0,0.14144,0.0269333333333333,0.1,27.4544381929539,39.8305084745842,1,1
1,0,0.134528,0.0264,0.1,27.1852580535963,50.0000000000099,1,1
1,0,0.110208,0.0240666666666667,0.1,27.0392109716317,50.0000000000099,1,1
1,0,0.109952,0.024,0.1,26.1947106238913,39.8305084745842,1,1
1,0,0.155648,0.0252666666666667,0.1,26.0392143269794,39.8305084745842,1,1
1,0,0.135936,0.0235333333333333,0.068,26.4990149260165,39.8305084745842,1,0
1,0,0.13184,0.0228,0.068,26.0538728417487,39.8305084745842,1,0
1,0,0.14144,0.0231333333333333,0.068,25.7129444217781,0,1,0
1,0,0.157568,0.0240666666666667,0.068,25.7410636478486,0,1,0
1,0,0.22656,0.0282666666666667,0.14,27.2111825594029,0,1,0
1,0,0.179712,0.0266666666666667,0.14,26.7005402881245,26.2711864406832,1,0
1,0,0.192768,0.0278,0.14,26.3610002187131,23.7288135593268,1,0
1,0,0.194048,0.0278666666666667,0.14,26.70851344567,23.7288135593268,1,0
1,0,0.229376,0.0297333333333333,0.172,26.5426365042153,23.7288135593268,1,0
1,0,0.220416,0.0292,0.172,26.8976643609562,23.7288135593268,1,0
1,0,0.147712,0.0249333333333333,0.172,26.1259138217287,50.0000000000099,1,0
1,0,0.132608,0.0237333333333333,0.172,25.3970424582663,12.7118644067822,1,0
1,0,0.131968,0.0243333333333333,0.172,26.0757049963491,50.0000000000099,1,0
1,0,0.13824,0.0248666666666667,0.172,26.0450945687789,49.1525423728911,1,0
1,0,0.086656,0.0217333333333333,0.076,26.8870578314153,40.677966101703,1,0
